trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,119.79816329991445,122.7841568598291,122.78852940001525,128.39631106003654,None,122.78852940001525,128.39631106003654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,,,,,,,,,,,,,,,,128.39855189993978,134.13961266002153,None,128.39855189993978,134.13961266002153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,3.0,f,1113_y_f_s_a.jpg,sad,a,17,134.14501359988935,134.43416005999316,134.66962679987773,134.82582806001884,134.83396609988995,134.86858936001082,134.86984349996783,136.46847915996332,None,0,134.86984349996783,136.46847915996332,136.47085899999365,137.6177060599206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1.0,m,1111_m_m_s_a.jpg,sad,a,3,137.61953849997371,137.9176195598906,138.11148580000736,138.13832926002797,138.1386239998974,138.17307415998076,138.17286539985798,139.76244346003514,None,0,138.17286539985798,139.76244346003514,139.76344610005617,141.34267365999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
2,0,2,0,,,,,,,,,,,,,,,,,,,,,2,3.0,f,1113_y_f_n_a.jpg,neutral,s,17,141.3438583998941,141.6427518599434,141.83932559983805,141.998357659881,142.00117259984836,142.0419755598763,142.04531239997596,143.4724969598232,s,1,142.04531239997596,143.4724969598232,143.4767175000161,144.84278885994573,1.4197873000521213,1419.7873000521213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,3,2.0,f,1112_m_f_h_a.jpg,happy,d,3,144.8442029999569,145.14280295998324,145.34133339999244,145.36680586005096,145.36763029987924,145.4021862598369,145.40256999991834,146.58650126003195,s,0,145.40256999991834,146.58650126003195,146.58980589988641,148.07622886004393,1.1745687001384795,1174.5687001384795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,4,2.0,f,1112_m_f_n_a.jpg,neutral,s,3,148.07746379985474,148.37611096000765,148.58753530005924,148.61457425982226,148.61539619998075,148.6522900599288,148.65267820004374,150.34665995996912,None,0,148.65267820004374,150.34665995996912,150.3493425999768,152.0762529598782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.1346650000196,155.12619385982399,155.1277325998526,157.14467765993905,menu,2.0013117999769747,2001.3117999769747,155.1277325998526,157.14467765993905,0,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,157.14673579996452,157.44309526004363,157.7580869998783,157.81477725992445,157.83216489991173,157.9049709599698,157.91088189999573,160.88890155984555,None,0,157.91088189999573,160.88890155984555,160.90217939997092,163.10981276000385,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,163.1150636000093,163.4098748599412,163.619594699936,163.77637505994645,163.778295799857,163.81517695982475,163.816981599899,164.547209359915,s,1,163.816981599899,164.547209359915,164.5537539999932,165.62649306000677,0.7200556001625955,720.0556001625955,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,165.6294559999369,165.92645135985222,166.16562890005298,166.32334085993935,166.32857829984277,166.36916245983448,166.37427200004458,166.8324497600319,s,0,166.37427200004458,166.8324497600319,166.83623389992863,168.81825245984365,0.443108799867332,443.108799867332,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,168.82238609995693,169.11828545990866,169.32497339998372,169.35037275983487,169.3507758998312,169.38787115991582,169.38778449990787,170.9762492598733,None,0,169.38778449990787,170.9762492598733,170.9825462999288,172.6684343600413,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,172.67387639987282,172.96825506000314,173.17809099983424,173.3397388600046,173.3434816999361,173.38435415991117,173.38941379985772,175.0705193599919,None,0,173.38941379985772,175.0705193599919,175.07827469985932,176.8101296599256,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,176.815650699893,177.1101137599675,177.3199240998365,177.47882036000956,177.4833970000036,177.5240572599927,177.52921109995805,179.15348376005423,None,0,177.52921109995805,179.15348376005423,179.15742990002036,180.2601201599231,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,180.2630433999002,180.5601508598542,180.78073400002904,180.80758575999644,180.80777539988048,180.844667559932,180.84634569985792,182.38343366000336,s,1,180.84634569985792,182.38343366000336,182.39165490004234,183.41035956002307,1.5229565999470651,1522.9565999470651,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,183.41554399998859,183.71028595997487,183.96685860003345,184.12656985989307,184.13108700001612,184.17152715984267,184.17678910004906,184.9849981600186,s,1,184.17678910004906,184.9849981600186,184.99225749983452,186.63534415999894,0.7922601001337171,792.2601001337171,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5.0,m,027_o_m_h_a.jpg,happy,d,3,1,186.63986049988307,186.93527545987163,187.15561000001617,187.18134986001533,187.18216299987398,187.21988645985257,187.22123160003684,188.37671375994105,d,1,187.22123160003684,188.37671375994105,188.38411769992672,189.92696795982775,1.1480376000981778,1148.0376000981778,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8.0,f,019_m_f_n_a.jpg,neutral,s,3,1,189.92977950000204,190.2269597600447,190.48756879987195,190.51433345999104,190.51440940005705,190.55086476004217,190.55091019999236,192.1598655599868,None,0,190.55091019999236,192.1598655599868,192.16275470005348,193.26044515983668,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,193.26463159988634,193.5605029598577,193.76972429989837,193.92894735999872,193.93193600000814,193.96920175987762,193.97201359993778,194.87984176001046,d,1,193.97201359993778,194.87984176001046,194.8831042998936,196.71891536002514,0.8930176999419928,893.0176999419928,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.0,m,013_y_m_s_a.jpg,sad,a,3,1,196.72286049998365,197.01892015987542,197.13271329994313,197.15436516001355,197.15492650005035,197.1950538598234,197.1984476998914,198.7107986600371,None,0,197.1984476998914,198.7107986600371,198.71050599985756,199.90195925997105,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,199.90196899999864,200.2020635599969,200.44051750004292,200.59271325983573,200.59302569995634,200.62937795997132,200.62930019991472,201.21946676003282,s,1,200.62930019991472,201.21946676003282,201.2225650998298,202.96039205996786,0.5797766998875886,579.7766998875886,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,12.0,f,040_y_f_h_a.jpg,happy,d,3,1,202.96109570004046,203.26046045983676,203.27494469983503,203.29771065989044,203.29895500000566,203.3370563599514,203.33691750001162,204.09724636001047,d,1,203.33691750001162,204.09724636001047,204.1000289998483,205.5687219600426,0.7440237998962402,744.0237998962402,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,7.0,f,012_o_f_h_a.jpg,happy,d,17,1,205.5689360999968,205.86870435995516,205.88033499987796,206.01217855999712,206.01291649998166,206.05346785995644,206.05328690004535,206.7276769599179,d,1,206.05328690004535,206.7276769599179,206.73102649999782,208.16895705994685,0.6676286000292748,667.6286000292748,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,208.16915529989637,208.46886655988638,208.69848160003312,208.85340115984437,208.8535511000082,208.8897166598821,208.88964369986206,209.57763875995298,s,1,208.88964369986206,209.57763875995298,209.580111999996,210.76888525995892,0.6794699998572469,679.4699998572469,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.0,f,028_y_f_s_a.jpg,sad,a,3,1,210.76907059992664,211.06885115986225,211.0803177000489,211.10234785985668,211.10238679987378,211.13763745988254,211.13766200002283,212.63644135997166,None,0,211.13766200002283,212.63644135997166,212.63638899987563,213.80226295997855,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10.0,f,028_y_f_h_a.jpg,happy,d,17,1,213.80222109984607,214.10227626000997,214.11504429997876,214.25040635999758,214.2514469998423,214.28787725998555,214.28744790004566,214.9862966600107,d,1,214.28744790004566,214.9862966600107,214.98916619992815,216.7524548598798,0.6896985000930727,689.6985000930727,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.0,f,021_o_f_h_a.jpg,happy,d,17,1,216.75224899989553,217.0524627598701,217.2874002000317,217.44554115992506,217.44565039989538,217.48219515986275,217.4817710998468,217.84387395994273,d,1,217.4817710998468,217.84387395994273,217.8477449999191,219.12738366003614,0.35152420005761087,351.52420005761087,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6.0,m,033_o_m_h_a.jpg,happy,d,3,1,219.1277206998784,219.42739236003254,219.4383171000518,219.46117125984748,219.46126879984513,219.49742365998682,219.49734220001847,220.99550546004903,None,0,219.49734220001847,220.99550546004903,220.99610239989124,222.59411746005063,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.0,m,004_o_m_h_a.jpg,happy,d,3,1,222.59405309986323,222.89403995985631,223.0962059998419,223.12258035989944,223.12228029989637,223.15768106000033,223.15771920001134,223.91992965990212,d,1,223.15771920001134,223.91992965990212,223.9227372999303,225.41920875988436,0.7472641000058502,747.2641000058502,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,225.4190861999523,225.71918695999776,225.9476983998902,225.97392545987387,225.97425039997324,226.00869716003072,226.0086980999913,227.01150905990508,a,1,226.0086980999913,227.01150905990508,227.01444769999944,228.9777299598558,0.9925559998955578,992.5559998955578,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4.0,m,016_y_m_s_a.jpg,sad,a,3,1,228.97748419991694,229.27769055983518,229.28985249996185,229.31276195982937,229.31282399990596,229.34988925999497,229.34916009986773,230.62620225988795,a,1,229.34916009986773,230.62620225988795,230.6292518998962,232.21102396000643,1.2679568000603467,1267.9568000603467,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,232.2108775000088,232.5111263599014,232.52399339992553,232.54743896003347,232.54862949997187,232.58458345986438,232.58462590002455,233.3114708598936,d,1,232.58462590002455,233.3114708598936,233.31477950001135,234.36943306003232,0.7123972000554204,712.3972000554204,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,234.3693837998435,234.66933635992464,234.68004909995943,234.7022133599734,234.70248159999028,234.73905206003693,234.7387717999518,235.41192745997105,d,1,234.7387717999518,235.41192745997105,235.41596430004574,236.53637525995728,0.662694999948144,662.694999948144,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,236.53649759991094,236.8361303598853,237.09443259984255,237.26034205986653,237.26066139992326,237.29695085992572,237.2971983999014,237.82836915992667,s,1,237.2971983999014,237.82836915992667,237.83116689999588,239.43628195996862,0.519899400183931,519.899400183931,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,239.43670459999703,239.7363101599971,239.75141020002775,239.7738523599459,239.7739746000152,239.8126157598803,239.8122044999618,240.52027326005046,d,1,239.8122044999618,240.52027326005046,240.52356439991854,241.91952575996984,0.6928105000406504,692.8105000406504,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,8.0,f,019_m_f_h_a.jpg,happy,d,3,1,241.9198868998792,242.21992376002018,242.24174809991382,242.26481505993289,242.26561690005474,242.30433835994918,242.3056027998682,242.89617256002967,d,1,242.3056027998682,242.89617256002967,242.90733899991028,244.71162495992613,0.5838717999868095,583.8717999868095,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,244.71539080003276,245.0114681599429,245.2701743999496,245.29646815985907,245.2972146999091,245.3328642600449,245.33312739990652,246.2751252599759,a,1,245.33312739990652,246.2751252599759,246.28586449986324,247.46170815986116,0.932124099927023,932.124099927023,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,10.0,f,028_y_f_n_a.jpg,neutral,s,17,1,247.46767519996502,247.76134675994982,247.95754179987125,248.11503635996488,248.11514959996566,248.15141446001363,248.15130899986252,248.70035685992335,s,1,248.15130899986252,248.70035685992335,248.7100245000329,250.62014475998004,0.5380285000428557,538.0285000428557,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,250.62574539985508,250.92003195986618,251.14610899984837,251.17250475983602,251.17280749999918,251.20552025989164,251.20461889985017,252.74527975984384,None,0,251.20461889985017,252.74527975984384,252.74496369995177,254.41975205994677,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_n_a.jpg,neutral,s,3,1,254.42011539987288,254.7187839599559,254.92864819988608,254.95211845983286,254.95160169992596,254.98637616003398,254.98548399982974,256.4863760599168,None,0,254.98548399982974,256.4863760599168,256.48568299994804,257.7611373599851,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,8.0,f,019_m_f_n_a.jpg,neutral,s,17,1,257.7605782998726,258.0603835598798,258.3336989998352,258.4989726599073,258.5004205000587,258.53781765999736,258.53699789987877,259.05254405990706,s,1,258.53699789987877,259.05254405990706,259.05424829991534,260.21064735993275,0.503963999915868,503.96399991586804,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,260.21057410002686,260.51080356000455,260.79268920002505,260.95910825997123,260.9637978998944,261.000344659877,261.00035919994116,261.48724855992475,s,1,261.00035919994116,261.48724855992475,261.489551599836,262.79434015995355,0.4726561000570655,472.6561000570655,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,11.0,f,030_o_f_n_a.jpg,neutral,s,3,1,262.7942190000322,263.09397405989,263.355456299847,263.3835746599128,263.38484929990955,263.4210245599737,263.419947499875,264.91963635988066,None,0,263.419947499875,264.91963635988066,264.9190177000128,266.52712345982434,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
